,0
0,0.9714633063212769
1,1.9429266126425537
2,2.914389918963831
3,3.8858532252851075
4,4.857316531606385
5,5.828779837927662
6,6.800243144248938
7,7.771706450570215
8,8.743169756891492
9,9.71463306321277
10,10.686096369534045
11,11.657559675855325
12,12.629022982176599
13,13.600486288497876
14,14.571949594819152
15,15.54341290114043
16,16.514876207461704
17,17.486339513782983
18,18.45780282010426
19,19.42926612642554
20,20.40072943274681
21,21.37219273906809
22,22.34365604538937
23,23.31511935171065
24,24.286582658031918
25,1.9544023263928278
26,3.9088046527856557
27,5.863206979178484
28,7.817609305571311
29,9.77201163196414
30,11.726413958356968
31,13.680816284749795
32,15.635218611142623
33,17.58962093753545
34,19.54402326392828
35,21.49842559032111
36,23.452827916713936
37,1.9431856004608212
38,3.8863712009216425
39,5.829556801382464
40,7.772742401843285
41,9.715928002304109
42,11.659113602764927
43,13.602299203225748
44,15.54548480368657
45,17.488670404147392
46,19.431856004608218
47,21.375041605069033
48,23.318227205529855
49,2.906879272234074
50,5.813758544468148
51,8.720637816702222
52,11.627517088936296
53,14.534396361170371
54,17.441275633404445
55,20.34815490563852
56,23.25503417787259
57,2.9164963532190726
58,5.832992706438145
59,8.74948905965722
60,11.66598541287629
61,14.582481766095365
62,17.49897811931444
63,20.41547447253351
64,23.33197082575258
65,26.24846717897165
66,0.9714633063212769
67,1.9429266126425537
68,2.914389918963831
69,3.8858532252851075
70,4.857316531606385
71,5.828779837927662
72,6.800243144248938
73,7.771706450570215
74,8.743169756891492
75,9.71463306321277
76,10.686096369534045
77,11.657559675855325
78,12.629022982176599
79,13.600486288497876
80,14.571949594819152
81,15.54341290114043
82,16.514876207461704
83,17.486339513782983
84,18.45780282010426
85,19.42926612642554
86,20.40072943274681
87,21.37219273906809
88,22.34365604538937
89,23.31511935171065
90,24.286582658031918
91,1.9544023263928278
92,3.9088046527856557
93,5.863206979178484
94,7.817609305571311
95,9.77201163196414
96,11.726413958356968
97,13.680816284749795
98,15.635218611142623
99,17.58962093753545
100,19.54402326392828
101,21.49842559032111
102,23.452827916713936
103,1.9431856004608212
104,3.8863712009216425
105,5.829556801382464
106,7.772742401843285
107,9.715928002304109
108,11.659113602764927
109,13.602299203225748
110,15.54548480368657
111,17.488670404147392
112,19.431856004608218
113,21.375041605069033
114,23.318227205529855
115,2.906879272234074
116,5.813758544468148
117,8.720637816702222
118,11.627517088936296
119,14.534396361170371
120,17.441275633404445
121,20.34815490563852
122,23.25503417787259
123,2.9164963532190726
124,5.832992706438145
125,8.74948905965722
126,11.66598541287629
127,14.582481766095365
128,17.49897811931444
129,20.41547447253351
130,23.33197082575258
131,26.24846717897165
132,12.182929950893284
133,24.365859901786568
134,18.278352105761744
135,13.528550479911187
136,27.057100959822375
137,16.59771035565264
138,41.93703537152819
139,40.929229116664025
140,38.931431950769294
141,14.092476254616896
142,28.184952509233792
143,1.9429266126425537
144,3.8858532252851075
145,5.828779837927662
146,7.771706450570215
147,9.71463306321277
148,11.657559675855325
149,13.600486288497876
150,15.54341290114043
151,17.486339513782983
152,19.42926612642554
153,21.37219273906809
154,23.31511935171065
155,3.9088046527856557
156,4.88600581598207
157,7.817609305571311
158,9.77201163196414
159,11.726413958356968
160,14.658017447946209
161,15.635218611142623
162,19.54402326392828
163,19.54402326392828
164,24.430029079910348
165,23.452827916713936
166,3.8863712009216425
167,7.772742401843285
168,11.659113602764927
169,15.54548480368657
170,19.431856004608218
171,23.318227205529855
172,5.813758544468148
173,11.627517088936296
174,17.441275633404445
175,23.25503417787259
176,5.832992706438145
177,11.66598541287629
178,17.49897811931444
179,23.33197082575258
180,12.161958028005747
181,24.323916056011495
182,12.182929950893284
183,24.365859901786568
184,18.278352105761744
185,13.528550479911187
186,27.057100959822375
187,16.59771035565264
188,41.93703537152819
189,40.929229116664025
190,38.931431950769294
191,14.092476254616896
192,28.184952509233792
193,1.9429266126425537
194,3.8858532252851075
195,5.828779837927662
196,7.771706450570215
197,9.71463306321277
198,11.657559675855325
199,13.600486288497876
200,15.54341290114043
201,17.486339513782983
202,19.42926612642554
203,21.37219273906809
204,23.31511935171065
205,3.9088046527856557
206,4.88600581598207
207,7.817609305571311
208,9.77201163196414
209,11.726413958356968
210,14.658017447946209
211,15.635218611142623
212,19.54402326392828
213,19.54402326392828
214,24.430029079910348
215,23.452827916713936
216,3.8863712009216425
217,7.772742401843285
218,11.659113602764927
219,15.54548480368657
220,19.431856004608218
221,23.318227205529855
222,5.813758544468148
223,11.627517088936296
224,17.441275633404445
225,23.25503417787259
226,5.832992706438145
227,11.66598541287629
228,17.49897811931444
229,23.33197082575258
